Date Time,Month,Day,Day of Week,Hour,Minute,SecondsFromStart,SiteOutdoorAirDrybulbTemperature_Environment,SiteOutdoorAirRelativeHumidity_Environment,HeatingElectricity,HeatingNaturalGas,CoolingElectricity,ElectricityFacility,GasFacility,HeatingEnergyTransfer,WaterHeaterTotalDemandHeatTransferRate,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory3ThermalZone4,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory3ThermalZone1,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory1ThermalZone,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory2ThermalZone4,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory3ThermalZone3,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory2ThermalZone1,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory1ThermalZone2,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory1ThermalZone1,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory2ThermalZone3,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory2ThermalZone2,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory1ThermalZone4,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory3ThermalZone2,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory3ThermalZone,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory2ThermalZone,ZonePredictedSensibleLoadtoSetpointHeatTransferRate_BuildingStory1ThermalZone3,TotalSensibleLoad,TotalCoolingSensibleLoad,TotalHeatingSensibleLoad,TotalWaterHeating
01/01/2017 11:00,1,1,0,11,0,39600,0,82,0,1.55302e+09,3.24652e+06,2.76738e+09,0,0,538886,0,0,-224765,0,0,0,0,0,0,0,0,0,0,0,-11.5816,-224776.6,-224776.6,0,538886.0
01/01/2017 12:00,1,1,0,12,0,43200,0,85,0,1.42186e+09,2.39251e+06,3.03839e+09,0,0,539379,0,0,-244854,0,0,0,-1497.58,-283.281,0,0,-199.322,0,0,0,-675.56,-247509.7,-247509.7,0,539379.0
01/01/2017 13:00,1,1,0,13,0,46800,0,89,0,1.26984e+09,3.57141e+06,2.71215e+09,0,0,512421,0,0,-245950,0,0,0,-4362.51,-901.432,0,0,-2567.76,0,-14348,-30905.8,-1115.11,-300150.6,-300150.6,0,512421.0
01/01/2017 14:00,1,1,0,14,0,50400,0.6,85,0,1.19162e+09,0,2.70275e+09,0,0,511675,0,0,-239526,0,0,0,-6323.54,-1122.53,0,0,-4671.68,-432.811,-38245.3,-52639.9,-1286.12,-344247.9,-344247.9,0,511675.0
01/01/2017 15:00,1,1,0,15,0,54000,0.6,89,0,1.30862e+09,3.31526e+06,2.43871e+09,0,0,484386,0,0,-226064,0,0,0,-3628.57,-662.538,0,0,-1305.53,0,0,-3665.29,-934.045,-236260.0,-236260.0,0,484386.0
01/01/2017 16:00,1,1,0,16,0,57600,0.6,89,0,1.4668e+09,0,2.40166e+09,0,0,484354,0,0,-223256,0,0,0,-3701.01,-595.025,0,0,-1353.62,0,0,0,-875.668,-229781.3,-229781.3,0,484354.0
01/01/2017 17:00,1,1,0,17,0,61200,0.6,89,0,1.38627e+09,2.42598e+07,2.62497e+09,0,0,484354,0,0,-236919,0,0,0,-4795.73,-708.28,0,0,-2364.94,0,0,-4648.75,-1056.83,-250493.5,-250493.5,0,484354.0
01/01/2017 18:00,1,1,0,18,0,64800,0,92,0,1.38278e+09,9.04038e+06,2.93615e+09,0,0,511558,0,0,-241843,0,0,0,-5298.1,-820.261,0,0,-3271.18,0,-6936.33,-18821.9,-1216.22,-278207.0,-278207.0,0,511558.0
01/01/2017 19:00,1,1,0,19,0,68400,-0.6,92,0,1.36846e+09,2.4254e+06,2.79445e+09,0,0,540104,0,0,-239445,0,0,0,-2707.94,-332.797,0,0,-624.671,0,-16706.3,-36705.7,-830.843,-297353.3,-297353.3,0,540104.0
01/01/2017 20:00,1,1,0,20,0,72000,-0.6,89,0,1.31912e+09,0,2.62282e+09,0,0,540766,0,0,-233305,0,0,0,-3378.91,-432.493,0,0,-1573.5,0,-55629.1,-71292.3,-859.821,-366471.1,-366471.1,0,540766.0
01/01/2017 21:00,1,1,0,21,0,75600,-1.1,92,0,1.35504e+09,0,2.61646e+09,0,0,511528,0,0,-225031,0,0,0,-3053.88,-376.325,0,-1263.45,-1300.14,-208.256,-63712.9,-78389.6,-818.946,-374154.5,-374154.5,0,511528.0
01/01/2017 22:00,1,1,0,22,0,79200,-1.1,89,0,1.53694e+09,3.49087e+06,2.41372e+09,0,0,540228,0,0,-205560,0,0,0,0,0,0,0,0,0,0,-3622.35,0,-209182.4,-209182.4,0,540228.0
01/01/2017 23:00,1,1,0,23,0,82800,-1.1,85,0,1.81881e+09,1.23523e+06,1.59767e+09,0,2.64759e+07,511825,838.651,225.323,-158671,2124.41,328.643,496.19,0,0,598.363,1816.41,0,677.087,0,0,0,-151565.9,-158671.0,7105.1,511825.0
01/02/2017 00:00,1,2,1,0,0,86400,-1.1,89,0,1.95478e+09,0,9.82203e+08,0,4.33641e+07,457090,2098.98,459.332,-122562,2882.36,555.512,637.476,0,0,738.214,2580.88,0,1894.77,0,0,0,-110714.5,-122562.0,11847.5,457090.0
01/02/2017 01:00,1,2,1,1,0,90000,-1.7,85,0,0,0,5.82192e+08,0,0,457127,0,0,-129338,0,0,0,0,0,0,0,0,0,0,0,0,-129338.0,-129338.0,0,457127.0
01/02/2017 02:00,1,2,1,2,0,93600,-1.7,89,0,0,0,3.31955e+08,0,0,1439.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1439.3
01/02/2017 03:00,1,2,1,3,0,97200,-1.7,89,0,0,0,3.9825e+08,0,0,1432.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1432.9
01/02/2017 04:00,1,2,1,4,0,100800,-1.1,89,0,0,0,3.31955e+08,0,0,1426.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1426.4
01/02/2017 05:00,1,2,1,5,0,104400,-0.6,59,0,1.04575e+09,0,7.55059e+08,0,1.72576e+08,1419.83,13797.5,2701.15,-97868.1,14093.1,2759.57,2836.18,0,0,2928.26,13634.7,0,13476.3,897.742,0,0,-30743.6,-97868.1,67124.5,1419.8
01/02/2017 06:00,1,2,1,6,0,108000,-1.1,89,0,7.9061e+08,0,1.24985e+09,0,1.17918e+08,1413.34,9713.45,1963.1,-166440,9110.93,2051.99,1880.34,0,0,1989.09,8723.09,0,9431.49,0,0,0,-121576.5,-166440.0,44863.5,1413.3
01/02/2017 07:00,1,2,1,7,0,111600,-1.1,89,0,6.67853e+08,0,1.62046e+09,0,9.53549e+07,443112,7759.94,1596.38,-193752,8044.29,1672.12,1691.08,0,0,1788.82,7694.55,0,7538.62,0,0,0,-155966.2,-193752.0,37785.8,443112.0
01/02/2017 08:00,1,2,1,8,0,115200,-1.1,89,0,1.63068e+09,0,2.08404e+09,0,2.05478e+06,564843,0,107.093,-169772,198.401,167.205,206.753,0,0,284.005,18.5102,0,0,0,0,0,-168790.0,-169772.0,982.0,564843.0
01/02/2017 09:00,1,2,1,9,0,118800,-1.1,89,0,1.59031e+09,1.56399e+06,2.14238e+09,0,0,554350,0,0,-182496,0,0,0,0,0,0,0,0,0,0,-110.832,0,-182606.8,-182606.8,0,554350.0
01/02/2017 10:00,1,2,1,10,0,122400,-0.6,89,0,1.48657e+09,0,2.41026e+09,0,0,525897,0,0,-197778,0,0,0,0,0,0,0,0,0,0,-4591.67,0,-202369.7,-202369.7,0,525897.0
01/02/2017 11:00,1,2,1,11,0,126000,-0.6,89,0,1.63846e+09,2.71011e+06,2.90755e+09,0,462931,511972,0,0,-220511,0,0,0,0,0,130.762,0,0,0,0,0,0,-220380.2,-220511.0,130.8,511972.0
01/02/2017 12:00,1,2,1,12,0,129600,0,85,0,1.27266e+09,3.50338e+06,3.15279e+09,0,0,525980,0,0,-247451,0,0,0,-841.298,-211.902,0,0,0,0,-3365.87,-16627.4,-547.158,-269044.6,-269044.6,0,525980.0
01/02/2017 13:00,1,2,1,13,0,133200,0,82,0,1.25254e+09,0,2.85368e+09,0,0,512767,0,-105.813,-252211,0,0,0,-4013.84,-735.577,0,0,-2149.03,0,-62656.5,-80320.7,-1046.18,-403238.6,-403238.6,0,512767.0
01/02/2017 14:00,1,2,1,14,0,136800,0,85,0,1.14908e+09,0,2.82207e+09,0,0,497571,-3232.5,-321.572,-244354,-72.6848,-389.285,0,-5976.22,-1030.21,0,0,-4299.18,-2687.81,-83474.9,-93184.7,-1208.16,-440231.2,-440231.2,0,497571.0
01/02/2017 15:00,1,2,1,15,0,140400,0,89,0,1.14844e+09,2.63928e+06,2.58592e+09,0,0,484516,0,0,-229198,0,0,0,-1789.37,-300.752,0,0,0,0,-2793.01,-15729.4,-670.676,-250481.2,-250481.2,0,484516.0
01/02/2017 16:00,1,2,1,16,0,144000,0,89,0,1.41206e+09,2.30983e+06,2.4845e+09,0,0,484477,0,0,-224159,0,0,0,-1700.07,-238.286,0,0,0,0,0,0,-637.783,-226735.1,-226735.1,0,484477.0
01/02/2017 17:00,1,2,1,17,0,147600,0,89,0,1.42461e+09,2.6529e+07,2.84513e+09,0,0,484479,0,0,-239263,0,0,0,-4042.71,-587.015,0,0,-2021.26,0,0,-10806.6,-973.115,-257693.7,-257693.7,0,484479.0
01/02/2017 18:00,1,2,1,18,0,151200,-0.6,89,0,1.35777e+09,0,3.11474e+09,0,0,512387,0,0,-248743,0,0,0,-2752.72,-370.375,0,0,-557.732,0,-5165.13,-24566.5,-962.982,-283118.4,-283118.4,0,512387.0
01/02/2017 19:00,1,2,1,19,0,154800,-0.6,92,0,1.18883e+09,1.98535e+06,2.87483e+09,0,0,561648,0,0,-249305,0,0,0,-3740.67,-560.668,0,0,-1746.81,0,-65107.6,-84173.4,-1146.84,-405781.0,-405781.0,0,561648.0
01/02/2017 20:00,1,2,1,20,0,158400,-1.1,89,0,1.40526e+09,0,2.7831e+09,0,0,568505,-4250.76,-512.135,-241382,-1072.27,-299.987,-55.1473,-4662.89,-708.173,-115.416,-1050.15,-3191.45,-2903.94,-94734.5,-107769,-1118.42,-463826.2,-463826.2,0,568505.0
01/02/2017 21:00,1,2,1,21,0,162000,-1.7,92,0,1.1971e+09,0,2.77085e+09,0,0,540205,-3360.09,-507.219,-232462,-1896.93,-393.977,-232.603,-3976.29,-561.84,-344.831,-2142.34,-2480.39,-2862.23,-90720.7,-105268,-1021.08,-448230.5,-448230.5,0,540205.0
01/02/2017 22:00,1,2,1,22,0,165600,-1.7,85,0,1.47105e+09,3.82131e+06,2.56643e+09,0,0,557587,0,0,-214581,0,0,0,0,0,0,0,0,0,-17538.2,-40549,-55.3799,-272723.6,-272723.6,0,557587.0
01/02/2017 23:00,1,2,1,23,0,169200,-2.2,82,0,1.67129e+09,1.00183e+06,1.7287e+09,0,0,525842,0,0,-165143,0,0,0,0,0,0,0,0,0,0,-169.614,0,-165312.6,-165312.6,0,525842.0
01/03/2017 00:00,1,3,2,0,0,172800,-2.2,82,0,1.97344e+09,0,1.01515e+09,0,2.79805e+07,470844,1335.98,325.879,-124266,1799.77,416.228,432.707,0,0,532.34,1596.22,0,1123.8,0,0,0,-116703.1,-124266.0,7562.9,470844.0
01/03/2017 01:00,1,3,2,1,0,176400,-2.8,78,0,0,0,5.82827e+08,0,0,457144,0,0,-131241,0,0,0,0,0,0,0,0,0,0,0,0,-131241.0,-131241.0,0,457144.0
01/03/2017 02:00,1,3,2,2,0,180000,-2.8,78,0,0,0,3.31955e+08,0,0,1439.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1439.1
01/03/2017 03:00,1,3,2,3,0,183600,-3.3,81,0,0,0,3.9825e+08,0,0,1432.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1433.0
01/03/2017 04:00,1,3,2,4,0,187200,-3.3,78,0,0,0,3.31955e+08,0,0,1426.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1426.4
01/03/2017 05:00,1,3,2,5,0,190800,-3.9,75,0,1.01454e+09,0,7.55317e+08,0,1.89765e+08,1419.88,14434.1,2806.26,-99402.6,16452.4,2896.44,3302.8,0,0,3417.73,16024,0,13967.8,364.831,0,0,-25736.2,-99402.6,73666.4,1419.9
01/03/2017 06:00,1,3,2,6,0,194400,-4.4,78,0,7.94304e+08,0,1.25347e+09,0,1.40484e+08,1413.38,10667.5,2156.91,-166464,10373.6,2257.23,2145.06,0,0,2249.15,10071.7,0,10325.1,0,0,0,-116217.7,-166464.0,50246.3,1413.4
01/03/2017 07:00,1,3,2,7,0,198000,-4.4,71,0,6.51237e+08,0,1.59735e+09,0,9.94708e+07,443178,8103.35,1661.8,-165050,8786.52,1737.11,1838.58,0,0,1928.33,8510.59,0,7780.86,0,0,0,-124702.9,-165050.0,40347.1,443178.0
01/03/2017 08:00,1,3,2,8,0,201600,-4.4,75,0,2.12193e+09,1.56393e+07,2.09931e+09,0,162819,564901,414.943,218.053,-173301,316.534,287.821,212.462,0,0,274.847,129.307,0,206.527,-18054.6,-32313,0,-221608.1,-223668.6,2060.5,564901.0
01/03/2017 09:00,1,3,2,9,0,205200,-5,81,0,2.02445e+09,2.09147e+06,2.15145e+09,0,216720,554388,0,34.3592,-202671,0,112.95,25.6824,0,0,85.5932,0,0,0,0,-13523.2,0,-215935.6,-216194.2,258.6,554388.0
01/03/2017 10:00,1,3,2,10,0,208800,-5.6,81,0,2.12144e+09,2.13881e+07,2.44203e+09,0,1.67656e+06,526055,0,0,-210572,88.4618,0,155.331,0,0,332.431,93.2149,0,0,-7222.44,-31170.3,0,-248295.3,-248964.7,669.4,526055.0
01/03/2017 11:00,1,3,2,11,0,212400,-5,71,0,2.1543e+09,0,2.91414e+09,0,2.02419e+07,512186,162.639,0,-231375,2019.15,254.87,426.479,0,0,655.638,1988.98,0,144.437,0,0,0,-225722.8,-231375.0,5652.2,512186.0
01/03/2017 12:00,1,3,2,12,0,216000,-5,74,0,1.93031e+09,3.31751e+06,3.16361e+09,0,0,526179,0,0,-256989,0,0,0,0,0,0,0,0,0,-5660.24,-26220.2,0,-288869.4,-288869.4,0,526179.0
01/03/2017 13:00,1,3,2,13,0,219600,-5,63,0,1.76377e+09,1.43904e+06,2.86959e+09,0,0,512745,0,0,-260765,0,0,0,0,-29.3046,0,0,0,0,-64980.7,-89664.5,-225.773,-415665.3,-415665.3,0,512745.0
01/03/2017 14:00,1,3,2,14,0,223200,-5.6,68,0,1.8733e+09,0,2.82718e+09,0,0,497898,-480.907,-94.2438,-251976,0,0,0,-2102.73,-388.14,0,0,-395.139,-2376.16,-82596.6,-98892.4,-513.589,-439815.9,-439815.9,0,497898.0
01/03/2017 15:00,1,3,2,15,0,226800,-6.1,68,0,2.06717e+09,2.90849e+06,2.59327e+09,0,0,484651,0,0,-236020,0,0,0,0,0,0,0,0,0,-3442.97,-25608.9,0,-265071.9,-265071.9,0,484651.0
01/03/2017 16:00,1,3,2,16,0,230400,-6.1,65,0,2.2235e+09,2.28075e+06,2.4936e+09,0,4.5596e+06,484595,0,0,-230392,648.875,10.1276,130.637,0,0,336.602,70.4805,0,0,0,-1282.63,0,-230477.9,-231674.6,1196.7,484595.0
01/03/2017 17:00,1,3,2,17,0,234000,-6.7,68,0,2.27302e+09,2.3846e+07,2.85222e+09,0,901350,484599,0,0,-245007,0,0,6.59346,-177.923,0,224.971,0,0,0,0,-19535.9,-81.5691,-264570.8,-264802.4,231.6,484599.0
01/03/2017 18:00,1,3,2,18,0,237600,-7.2,68,0,2.20387e+09,1.30087e+06,3.12614e+09,0,0,512149,0,0,-254022,0,0,0,0,0,0,0,0,0,-6154.97,-34381.9,0,-294558.9,-294558.9,0,512149.0
01/03/2017 19:00,1,3,2,19,0,241200,-7.2,71,0,2.05414e+09,2.35087e+06,2.88617e+09,0,0,560911,0,0,-253987,0,0,0,0,0,0,0,0,0,-65505.7,-92286.5,0,-411779.2,-411779.2,0,560911.0
01/03/2017 20:00,1,3,2,20,0,244800,-7.8,71,0,2.11159e+09,0,2.78799e+09,0,0,568316,0,0,-245718,0,0,0,-1824.2,-102.707,0,-1717,-162.157,-213.2,-96287.1,-113166,-477.464,-459667.8,-459667.8,0,568316.0
01/03/2017 21:00,1,3,2,21,0,248400,-7.8,71,0,2.11937e+09,0,2.77897e+09,0,0,540354,0,0,-236483,0,0,0,-833.41,0,0,-1492.07,0,0,-92200.7,-111194,-318.829,-442522.0,-442522.0,0,540354.0
01/03/2017 22:00,1,3,2,22,0,252000,-8.9,62,0,2.37489e+09,3.82813e+06,2.57555e+09,0,0,557428,0,0,-218268,0,0,0,0,0,0,0,0,0,-20875.7,-48467.2,0,-287610.9,-287610.9,0,557428.0
01/03/2017 23:00,1,3,2,23,0,255600,-8.3,65,0,2.44831e+09,0,1.73443e+09,0,1.08715e+06,525993,0,0,-168462,0,100.698,11.9193,0,0,146.024,0,0,0,0,-3130.2,0,-171333.6,-171592.2,258.6,525993.0
01/04/2017 00:00,1,4,3,0,0,259200,-8.3,62,0,2.88043e+09,0,1.02181e+09,0,6.21704e+07,470984,3778.88,780.025,-127260,3515.84,894.262,760.004,0,0,881.363,3177.85,0,3401.4,0,0,0,-110070.4,-127260.0,17189.6,470984.0
01/04/2017 01:00,1,4,3,1,0,262800,-8.3,65,0,0,0,5.81838e+08,0,0,457215,0,0,-131740,0,0,0,0,0,0,0,0,0,0,0,0,-131740.0,-131740.0,0,457215.0
01/04/2017 02:00,1,4,3,2,0,266400,-8.3,65,0,0,0,3.31994e+08,0,0,1439.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1439.1
01/04/2017 03:00,1,4,3,3,0,270000,-10,74,0,0,0,4.02832e+08,0,0,1432.97,0,0,-1945.02,0,0,0,0,0,0,0,0,0,0,0,0,-1945.0,-1945.0,0,1433.0
01/04/2017 04:00,1,4,3,4,0,273600,-10.6,73,0,0,0,3.3214e+08,0,0,1426.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1426.4
01/04/2017 05:00,1,4,3,5,0,277200,-12.2,80,0,1.04918e+09,0,7.52973e+08,0,2.31022e+08,1419.89,19491.6,3809.97,-84303.1,18280.1,3971.3,3563.82,0,0,3750.73,17763.3,0,18938.1,27.4643,0,0,5293.3,-84303.1,89596.4,1419.9
01/04/2017 06:00,1,4,3,6,0,280800,-12.2,80,0,8.51364e+08,0,1.26284e+09,0,1.89428e+08,1413.39,15919.2,3177.13,-188786,12509.6,3316.31,2558.33,0,0,2701.88,12067.1,0,15407.1,0,0,0,-121129.3,-188786.0,67656.7,1413.4
01/04/2017 07:00,1,4,3,7,0,284400,-12.8,70,0,7.26864e+08,0,1.61876e+09,0,1.71534e+08,443229,14901.7,3005.87,-191146,12655.4,3113.76,2605.61,0,0,2726.97,12248.1,0,14449.7,0,0,0,-125438.9,-191146.0,65707.1,443229.0
01/04/2017 08:00,1,4,3,8,0,288000,-13.3,66,0,3.40088e+09,0,2.09793e+09,0,8.03168e+07,565015,5487.23,1223.81,-175210,4463.87,1305.66,1063.76,0,0,1167.07,4169.43,0,5159.96,0,-368.147,0,-151537.4,-175578.1,24040.8,565015.0
01/04/2017 09:00,1,4,3,9,0,291600,-12.2,70,0,3.04519e+09,0,2.15276e+09,0,3.39261e+07,554385,961.987,90.276,-185773,977.034,883.651,171.113,0,0,856.972,2656.15,0,3042.79,0,0,0,-176133.0,-185773.0,9640.0,554385.0
01/04/2017 10:00,1,4,3,10,0,295200,-8.9,59,0,2.50402e+09,1.95444e+06,2.42095e+09,0,1.42566e+07,526187,0,0,-200495,0,497.579,0,0,0,662.477,1673.99,0,1067.92,0,0,0,-196593.0,-200495.0,3902.0,526187.0
01/04/2017 11:00,1,4,3,11,0,298800,-6.7,52,0,2.3709e+09,1.83812e+06,2.91371e+09,0,3.9665e+07,512366,241.551,0,-222955,2142.16,745.731,0,0,0,1095.5,4071.71,0,2556.23,0,0,0,-212102.1,-222955.0,10852.9,512366.0
01/04/2017 12:00,1,4,3,12,0,302400,-5.6,50,0,2.02029e+09,2.75253e+06,3.15869e+09,0,499483,526374,0,0,-249713,0,0,0,0,-1489.8,140.271,0,0,0,0,-18490.6,0,-269553.1,-269693.4,140.3,526374.0
01/04/2017 13:00,1,4,3,13,0,306000,-6.1,57,0,1.88449e+09,1.44543e+06,2.86703e+09,0,0,512704,0,-1038.89,-254996,0,0,0,0,-2686.85,0,0,0,0,-64080.9,-93711.6,0,-416514.2,-416514.2,0,512704.0
01/04/2017 14:00,1,4,3,14,0,309600,-5,57,0,1.77533e+09,0,2.82322e+09,0,0,498186,0,-1524.93,-246799,0,0,-211.999,-2344.58,-2485.02,0,0,0,-3890.36,-80685.2,-101314,0,-439255.1,-439255.1,0,498186.0
01/04/2017 15:00,1,4,3,15,0,313200,-5.6,60,0,1.99825e+09,4.26869e+06,2.59168e+09,0,1.39995e+06,484770,0,0,-231351,0,0,0,0,-1777.79,372.111,0,0,0,-1973.8,-29175.4,0,-263905.9,-264278.0,372.1,484770.0
01/04/2017 16:00,1,4,3,16,0,316800,-6.1,57,0,2.22027e+09,2.09482e+06,2.49108e+09,0,1.75939e+07,484714,286.792,0,-226039,3129.21,361.174,0,0,-1118.94,953.9,0,0,0,0,-3077.82,0,-225504.7,-230235.8,4731.1,484714.0
01/04/2017 17:00,1,4,3,17,0,320400,-6.7,65,0,2.28631e+09,2.36149e+07,2.8494e+09,0,1.98175e+07,484719,132.053,0,-240999,3065.88,344.457,0,0,-954.753,957.733,783.264,0,0,0,-22665.1,0,-259335.5,-264618.9,5283.4,484719.0
01/04/2017 18:00,1,4,3,18,0,324000,-6.7,54,0,2.1516e+09,1.52683e+06,3.12385e+09,0,980893,511967,0,0,-250384,0,0,0,0,-472.005,263.577,0,0,0,-2465.43,-38019.8,0,-291077.7,-291341.2,263.6,511967.0
01/04/2017 19:00,1,4,3,19,0,327600,-7.2,59,0,2.04954e+09,2.96386e+06,2.8857e+09,0,0,560296,0,0,-250923,0,0,0,0,-602.942,0,0,0,0,-61615.5,-95291.3,0,-408432.7,-408432.7,0,560296.0
01/04/2017 20:00,1,4,3,20,0,331200,-7.2,59,0,2.06779e+09,0,2.78587e+09,0,0,568160,0,0,-242713,0,0,0,0,-586.989,0,0,0,-883.238,-90937.9,-115123,0,-450244.1,-450244.1,0,568160.0
01/04/2017 21:00,1,4,3,21,0,334800,-7.2,57,0,2.08066e+09,0,2.77717e+09,0,0,540508,0,0,-233517,0,0,0,0,-159.404,0,0,0,-336.782,-85318,-113317,0,-432648.2,-432648.2,0,540508.0
01/04/2017 22:00,1,4,3,22,0,338400,-7.2,62,0,2.17613e+09,3.43656e+06,2.5727e+09,0,398847,557272,0,0,-215653,0,0,0,0,0,101.347,0,0,0,-14456.7,-51458.2,0,-281466.6,-281567.9,101.3,557272.0
01/04/2017 23:00,1,4,3,23,0,342000,-6.7,57,0,2.25358e+09,1.69377e+06,1.73415e+09,0,2.33165e+07,526149,726.329,0,-165979,2709.67,409.171,0,0,0,848.745,1514.99,0,0,0,-4568.77,0,-164338.9,-170547.8,6208.9,526149.0
01/05/2017 00:00,1,5,4,0,0,345600,-6.7,57,0,2.64014e+09,0,1.01982e+09,0,7.76907e+07,471123,4663.02,148.737,-125153,5779.38,1130.82,498.917,0,0,1405.18,4445.03,0,3185.81,0,0,0,-103896.1,-125153.0,21256.9,471123.0
